distance,duration
257.466277,0.227985
91.485281,0.117994
503.909163,0.359999
60.313708,0.127000
233.424947,0.173988
181.558834,0.156998
198.819950,0.242987
213.860130,0.183003
364.572679,0.266997
333.810299,0.186992
85.899495,0.235996
173.953039,0.144004
276.176542,0.293986
476.651945,0.261003
307.681433,0.199992
265.769796,0.165000
92.556349,0.255008
188.507194,0.225993
428.390303,0.487002
251.103942,0.217001
25.000000,0.131001
255.206631,0.537995
238.623039,0.507989
427.680589,0.698003
178.669048,0.243987
45.242641,0.140984
214.957417,0.198997
200.242641,0.170979
173.526912,0.243990
204.187203,0.348948
184.497475,0.287019
107.041631,0.306994
21.000000,0.183991
478.597069,0.407992
210.628979,0.136986
656.847251,0.670997
452.996864,0.496989
226.037252,0.222992
176.307136,0.188000
261.540347,0.274983
610.559714,0.499994
19.000000,0.182001
193.727922,0.435005
71.313708,0.179995
376.215688,0.412997
203.741078,0.173981
781.837794,0.803985
505.681487,0.314990
37.242641,0.099993
90.721349,0.178042
413.259382,0.247000
210.685339,0.284988
296.935472,0.200000
489.789871,0.316998
287.227601,0.341992
83.727922,0.249984
586.543916,0.729989
194.071068,0.450999
261.322328,0.157992
830.675334,0.506000
450.080405,0.670990
484.013099,0.366999
134.313708,0.261993
407.612263,0.455990
548.776685,0.543995
199.556349,0.276000
170.422452,0.127007
568.363078,0.428999
5.000000,0.024005
558.846549,0.586004
170.028485,0.170996
203.785844,0.168995
352.435450,0.225948
484.506137,0.456984
238.178436,0.323986
803.724912,0.536001
64.485281,0.099993
426.193037,0.273997
279.071358,0.274987
344.347482,0.303002
708.558828,0.548990
92.112698,0.130001
21.656854,0.060001
525.685149,0.359982
532.356127,0.315997
535.919893,0.219990
64.242641,0.159999
281.448319,0.493994
218.625455,0.179988
635.655473,0.456999
254.150903,0.368988
609.196879,0.497992
826.892302,0.553999
784.044265,0.548003
26.000000,0.083983
400.469745,0.368996
542.808589,0.337996
138.561970,0.170999
484.245207,0.439971
730.342978,0.492989
327.596086,0.394001
250.528154,0.367964
587.878597,0.510999
9.000000,0.020989
123.549776,0.153008
148.721349,0.180006
612.960838,0.503991
7.000000,0.040989
954.522940,0.697991
274.347209,0.212990
22.414214,0.081994
442.028947,0.412001
108.727922,0.476997
7.000000,0.046998
125.635232,0.183946
155.899495,0.276007
474.614986,0.317990
20.414214,0.086997
615.776178,0.485993
223.040678,0.356990
20.000000,0.082997
336.996192,0.418994
19.000000,0.099957
189.931417,0.166994
61.656854,0.188990
320.005188,0.246997
102.313708,0.245999
232.122397,0.135991
373.007569,0.196991
284.416227,0.240992
223.094118,0.219004
133.313708,0.190997
83.656854,0.178997
252.122417,0.179998
200.247309,0.258003
162.714777,0.144996
162.442699,0.151994
222.291134,0.278998
365.087926,0.209997
43.828427,0.196995
309.461465,0.592998
239.624590,0.152993
424.393362,0.184998
125.414214,0.588990
16.000000,0.109999
541.294867,0.477006
16.414214,0.101999
387.661916,0.422000
604.815406,0.489997
27.242641,0.068002
231.727922,0.402990
350.334313,0.184989
339.909784,0.696992
